2.1.0	2.1.0	{Case: [genitive], Gender: [masculine], Number: [singular]}	
ἡδεά	ἡδέα	{Case: [accusative], Gender: [neuter], Number: [plural]}	
φωνήσας	φωνέω	{Aspect: [perfective], Case: [nominative], Gender: [masculine], Number: [singular], Tense: [past], VerbForm: [participle], Voice: [active]}	to produce a sound
μόλις	μόλις	{}	barely, scarcely
Πλούτωνα	Πλούτων	{Case: [accusative], Gender: [masculine], Number: [singular]}	Pluto
κάτω	κάτω	{Degree: [positive]}	down, downwards
Εὐρυδίκην	Εὐρυδίκη	{Case: [accusative], Gender: [feminine], Number: [singular]}	Eurydice
ἀπολύειν.	ἀπολύω	{Tense: [present], VerbForm: [infinitive], Voice: [active]}	to loose from
ὑπέσχετο	ὑπισχνέομαι	{Aspect: [perfective], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [middle]}	to promise
ἐφ	ἐφ	{}	
ᾧτε	ᾧτε	{}	
περιστρέφεσθαι	περιστρέφω	{Tense: [present], VerbForm: [infinitive], Voice: [middle]}	to whirl round
ἠφανίσθη.	ἀφανίζω	{Aspect: [perfective], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [passive]}	to make unseen, hide from sight
2.2.0	2.2.0	{Case: [genitive], Gender: [masculine], Number: [singular]}	
Leonidas	Leonidas	{Case: [genitive], Degree: [positive], Gender: [masculine], Number: [singular]}	
2.2.1	2.2.1	{}	
Λεωνίδας,	Λεωνίδαι	{Case: [accusative], Gender: [masculine], Number: [plural]}	
Λακεδαιμονίων	Λακεδαιμόνιος	{Case: [genitive], Degree: [positive], Gender: [masculine], Number: [plural]}	Spartan
βασιλεύς,	βασιλεύς,	{Case: [nominative], Gender: [masculine], Number: [singular]}	
ἀνδρειότατος	ἀνδρεῖος	{Case: [nominative], Degree: [superlative], Gender: [masculine], Number: [singular]}	of or for a man; courageous
ἀνθρώπων.	ἀνθρώπων	{Case: [genitive], Gender: [masculine], Number: [plural]}	
Πέρσας	Πέρσης	{Case: [accusative], Gender: [masculine], Number: [plural]}	a Persian; Perses (pr.n.)
Θερμοπύλαις,	Θερμοπύλαι	{Case: [dative], Gender: [feminine], Number: [plural]}	Thermopylae
τριακοσιόυς	τριακόσιος	{Case: [accusative], Degree: [positive], Gender: [masculine], Number: [plural]}	
ὁπλίτας,	ὁπλίτης	{Case: [accusative], Gender: [masculine], Number: [plural]}	heavy-armed, armed
μυριάδας	μυριάς	{Case: [accusative], Gender: [feminine], Number: [plural]}	a number of ten thousand, myriad
ἐχόντων.	χοντόν	{Case: [genitive], Gender: [masculine], Number: [plural], Tense: [present], VerbForm: [participle], Voice: [active]}	
παρεκέλευσε	παρακαλεύω	{Aspect: [perfective], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	
ἀθυμεῖν	ἀθυμέω	{Tense: [present], VerbForm: [infinitive], Voice: [active]}	to be disheartened, lose heart
ἀλλ	ἀλλῖς	{Case: [accusative], Gender: [masculine], Number: [singular], Person: [third], PrononimalType: [personal]}	
ἀνδρείως	ἀνδρείως	{Degree: [positive]}	
τέκνων.	τέκνων	{Case: [genitive], Gender: [neuter], Number: [plural]}	
Λεωνίδᾳ	Λεωνίδης	{Case: [dative], Gender: [masculine], Number: [singular]}	Leonidas
«Ἰδού,	«Ἰδού,	{Case: [genitive], Gender: [masculine], Number: [singular]}	
πλησίον	πλησίον	{}	
ἡμῶν	ἡμεῖς	{Case: [genitive], Gender: [masculine], Number: [plural], Person: [first], PrononimalType: [personal]}	
εἰσίν.»	οἶσαι	{Mood: [imperative], Number: [plural], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}	
ταραχθείς,	ταράσσω	{Aspect: [perfective], Case: [nominative], Gender: [masculine], Number: [singular], Tense: [past], VerbForm: [participle], Voice: [passive]}	to stir, stir up, trouble
«Μᾶλλον	«Μᾶλλον	{Case: [accusative], Degree: [positive], Gender: [neuter], Number: [singular]}	
ἡσθείς	ἥδομαι	{Aspect: [perfective], Case: [nominative], Gender: [masculine], Number: [singular], Tense: [past], VerbForm: [participle], Voice: [passive]}	to enjoy oneself, take delight, take one's pleasure
,»	,»	{}	
ἀντεῖπεν,	ἀντιλέγω	{Aspect: [perfective], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	to speak against; speak in turn, reply
«καὶ	κκαί	{}	
πολεμίων.»	πολεμίων	{Case: [genitive], Degree: [positive], Gender: [masculine], Number: [plural]}	
2.3.0	2.3.0	{Case: [genitive], Gender: [masculine], Number: [singular]}	
Cleobis	Cleobis	{Case: [genitive], Degree: [positive], Gender: [masculine], Number: [singular]}	
and	and	{Case: [accusative], Gender: [feminine], Number: [singular]}	
Biton	Biton	{Case: [genitive], Gender: [masculine], Number: [singular]}	
2.3.1	2.3.1	{Case: [genitive], Gender: [masculine], Number: [singular]}	
Σόλων,	Σόλων	{Case: [nominative], Gender: [masculine], Number: [singular]}	Solon
Ἀθηναίων	Ἀθηναῖος	{Case: [genitive], Degree: [positive], Gender: [masculine], Number: [plural]}	Athenian, of Athens
νομοθέτης,	νομοθέτης,	{Case: [nominative], Gender: [masculine], Number: [singular]}	
Κλέοβιν	Κλέοβις	{Case: [accusative], Gender: [masculine], Number: [singular]}	
Βίτωνα	Βίτων	{Case: [accusative], Gender: [masculine], Number: [singular]}	Biton
ὀλβιωτάτους	ὄλβιος	{Case: [accusative], Degree: [superlative], Gender: [masculine], Number: [plural]}	happy, blest
ζῶντας,	ζῶ	{Case: [accusative], Gender: [masculine], Number: [plural], Tense: [present], VerbForm: [participle], Voice: [active]}	live
νεανιῶν	νεανίας	{Case: [genitive], Gender: [masculine], Number: [plural]}	young man
ἱέρεια	ἱέρειον	{Case: [nominative], Gender: [feminine], Number: [singular]}	
Ἥρας	Ἥρας	{Case: [genitive], Gender: [feminine], Number: [singular]}	
ἱεροῦ	ἱερόν	{Case: [genitive], Gender: [neuter], Number: [singular]}	sanctuary
Ἄργει·	Ἄργεις	{Case: [dative], Gender: [feminine], Number: [singular]}	
ἑορτῇ	ἑορτή	{Case: [dative], Gender: [feminine], Number: [singular]}	a feast
ἁμάξῃ.	ἁμάσ	{Aspect: [perfective], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	
Ξυνέβη	Ξυμαίνω	{Aspect: [perfective], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	
ἀγροῦ	ἀγρός	{Case: [genitive], Gender: [masculine], Number: [singular]}	fields, lands
παραγενέσθαι.	παραγίγνομαι	{Aspect: [perfective], Tense: [past], VerbForm: [infinitive], Voice: [middle]}	to come near, attend upon
νεανίαι,	νεανίης	{Case: [nominative], Gender: [masculine], Number: [plural]}	
μετέχειν	μετέχω	{Tense: [present], VerbForm: [infinitive], Voice: [active]}	to partake of, enjoy a share of, share in, take part in
ὑποδυσάμενοι	ὑποδύω	{Aspect: [perfective], Case: [nominative], Gender: [masculine], Number: [plural], Tense: [past], VerbForm: [participle], Voice: [middle]}	to put on under
ζυγὸν	ζυγόν	{Case: [accusative], Gender: [masculine], Number: [singular]}	yoke, pair
εἵλκυσαν	ἕλκω	{Aspect: [perfective], Mood: [indicative], Number: [plural], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	to draw, drag
ἅμαξαν	ἄμαξα	{Case: [accusative], Gender: [feminine], Number: [singular]}	a wagon
τεσσαράκοντα	τεσσαράκοντα	{}	forty
ἱερόν.	ἱερόνη	{Case: [accusative], Gender: [neuter], Number: [singular]}	
2.3.2	2.3.2	{Case: [genitive], Gender: [masculine], Number: [singular]}	
περιχαρὴς	περιχαρής	{Case: [nominative], Degree: [positive], Gender: [masculine], Number: [singular]}	exceeding joyous
ἔργῳ,	ἔργῳ,	{Case: [dative], Gender: [neuter], Number: [singular]}	
ηὔξατο	αὐξάνω	{Aspect: [perfective], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [middle]}	to make large, increase, augment
Ἥραν	Ἥρα	{Case: [accusative], Gender: [feminine], Number: [singular]}	Hera
δωρον	δωρον	{Case: [accusative], Gender: [neuter], Number: [singular]}	
εὐχήν,	εὐχήν	{Case: [accusative], Gender: [feminine], Number: [singular]}	
ἐδείπνησαν	δειπνέω	{Aspect: [perfective], Mood: [indicative], Number: [plural], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	to make a meal
νόμον.	νόμον	{Case: [accusative], Gender: [masculine], Number: [singular]}	
κατεκοιμήθησαν·	κατακοιμάω	{Aspect: [perfective], Mood: [indicative], Number: [plural], Person: [third], Tense: [past], VerbForm: [finite], Voice: [passive]}	to sleep through
οὔποτε	οὔποτε	{}	never
ἀνέστησαν,	ἀνίστημι	{Aspect: [perfective], Mood: [indicative], Number: [plural], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	to make to stand up, raise up
ὑπνοῦντες	ὑπνέω	{Case: [nominative], Gender: [masculine], Number: [plural], Tense: [present], VerbForm: [participle], Voice: [active]}	
ἡσύχως	ἡσύχως	{Degree: [positive]}	
θανεῖν,	θανέω	{Aspect: [perfective], Tense: [past], VerbForm: [infinitive], Voice: [active]}	
θεός,	θεός,	{Case: [nominative], Gender: [feminine], Number: [singular]}	
Κροίσῳ	Κροῖσος	{Case: [dative], Gender: [masculine], Number: [singular]}	Croesus
Κροῖσος,	Κροῖσος,	{Case: [nominative], Gender: [masculine], Number: [singular]}	
πλουσιώτατος	πλούσιος	{Case: [nominative], Degree: [superlative], Gender: [masculine], Number: [singular]}	rich, wealthy, opulent
ἤλπιζεν	ἐλπίζω	{Aspect: [imperfective], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	to hope for, look for, expect
2.4.0	2.4.0	{Case: [genitive], Gender: [masculine], Number: [singular]}	
Ajax	Ajax	{Case: [genitive], Gender: [masculine], Number: [singular]}	
Defends	Defends	{Case: [genitive], Gender: [masculine], Number: [singular]}	
the	the	{Case: [accusative], Gender: [feminine], Number: [singular]}	
Greek	Greek	{Case: [genitive], Gender: [masculine], Number: [singular]}	
Ships	Ships	{Case: [genitive], Degree: [positive], Gender: [masculine], Number: [singular]}	
2.4.1	2.4.1	{Case: [genitive], Gender: [masculine], Number: [singular]}	
Ἕκτωρ	Ἕκτωρ	{Case: [nominative], Gender: [masculine], Number: [singular]}	Hector
Τρώων	τρώς	{Case: [genitive], Gender: [masculine], Number: [plural]}	
Δαναοὺς	Δαναοί	{}	the Danaans
καταλύεσθαι	καταλύω	{Tense: [present], VerbForm: [infinitive], Voice: [middle]}	to put down, destroy; settle (disputes); lodge, rest
πόλεμον.	πόλεμον	{Case: [accusative], Gender: [masculine], Number: [singular]}	
Ἐξελθόντες	ἐξέρχομαι	{Aspect: [perfective], Case: [nominative], Gender: [masculine], Number: [plural], Tense: [past], VerbForm: [participle], Voice: [active]}	to go out, come out
ἐπορεύοντο	πορεύομαι	{Aspect: [imperfective], Mood: [indicative], Number: [plural], Person: [third], Tense: [past], VerbForm: [finite], Voice: [middle]}	
νῷ	νόος	{Case: [dative], Gender: [feminine], Number: [singular]}	mind, perception
προσβολὴν	προσβολή	{Case: [accusative], Gender: [feminine], Number: [singular]}	a putting to, application
Μάχη	Μάχη	{Case: [nominative], Gender: [feminine], Number: [singular]}	
καρτερὰ	καρτερός	{Case: [accusative], Degree: [positive], Gender: [feminine], Number: [singular]}	strong, staunch, stout, sturdy
Δαναῶν	Δαναᾶ	{Case: [genitive], Gender: [masculine], Number: [plural]}	
Ἀγαμέμνων	Ἀγαμέμνων	{Case: [nominative], Gender: [masculine], Number: [singular]}	Agamemnon, lit. the very steadfast
καθελκύσας	καθέλκω	{Aspect: [perfective], Case: [nominative], Gender: [masculine], Number: [singular], Tense: [past], VerbForm: [participle], Voice: [active]}	to draw
ἀνάγεσθαι,	ἀνάγω	{Tense: [present], VerbForm: [infinitive], Voice: [middle]}	to lead up; mid. set sail
Αἴας	Αἶα	{Case: [nominative], Gender: [masculine], Number: [singular]}	Aea (Colchis)
ξυγκαλέσας	ξυγκαλέω	{Aspect: [perfective], Case: [nominative], Gender: [masculine], Number: [singular], Tense: [past], VerbForm: [participle], Voice: [active]}	
Ἑλλήνων	Ἕλλην	{Case: [genitive], Gender: [masculine], Number: [plural]}	Hellen; Greek
ἀντεῖχε	ἀντέχω	{Aspect: [imperfective], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	to hold out against, withstand
2.4.3	2.4.3	{Case: [dative], Gender: [masculine], Number: [singular]}	
Αἴαντα	Αἴαντα	{Case: [accusative], Gender: [masculine], Number: [singular]}	
δόρατι	δόρυ	{Case: [dative], Gender: [neuter], Number: [singular]}	tree, plank, spear
ἔπληξε	πλήσσω	{Aspect: [perfective], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	to strike, smite
ἐτραυμάτισε	τραυματίζω	{Aspect: [perfective], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	to wound
οὔκ·	οὔκ	{}	
ζωστὴρ	ζωστός	{Case: [nominative], Degree: [positive], Gender: [masculine], Number: [singular]}	girded
ἤμυνε	ὄμνυμι	{Aspect: [imperfective], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	to swear
βέλος.	βέλος	{Case: [accusative], Gender: [neuter], Number: [singular]}	projectile; arrow, weapon
Ἕκτορα,	Ἕκτορα	{Case: [accusative], Gender: [masculine], Number: [singular]}	
ἑταίρους	ἑταῖρος	{Case: [accusative], Gender: [masculine], Number: [plural]}	a comrade, companion, mate
κατιόντα,	κάτειμι	{Case: [accusative], Gender: [masculine], Number: [singular], Tense: [present], VerbForm: [participle], Voice: [active]}	go down
αὐχένος,	αὐχήν	{Case: [genitive], Gender: [masculine], Number: [singular]}	the neck, throat
κατέπεσεν,	καταπίπτω	{Aspect: [perfective], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	to fall
σπεύδοντες	σπεύδω	{Case: [nominative], Gender: [masculine], Number: [plural], Tense: [present], VerbForm: [participle], Voice: [active]}	to set a-going, to urge on, hasten, quicken
συμμαχοι	συμμαχός	{Case: [nominative], Gender: [masculine], Number: [plural]}	
προίσταντο	προίστημι	{Aspect: [imperfective], Mood: [indicative], Number: [plural], Person: [third], Tense: [past], VerbForm: [finite], Voice: [middle]}	
ἀσπίσιν,	ἀσπίσις	{Case: [dative], Gender: [feminine], Number: [plural]}	
ἐξήνεγκαν	ἐκφέρω	{Aspect: [perfective], Mood: [indicative], Number: [plural], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	to carry out of
2.4.4	2.4.4	{Case: [genitive], Gender: [masculine], Number: [singular]}	
ἰάσατο	ἰάομαι	{Aspect: [perfective], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [middle]}	to heal, cure
τραῦμα,	τραῦμα	{Case: [accusative], Gender: [neuter], Number: [singular]}	a wound, hurt
αὖθις	αὖθις	{}	back, back again
μάχην.	μάχην	{Case: [accusative], Gender: [feminine], Number: [singular]}	
ἀμφότεροι	ἀμφότεροι	{Case: [nominative], Degree: [positive], Gender: [masculine], Number: [plural]}	
ξυνεμίγησαν,	ξυμμείγνυμι	{Aspect: [perfective], Mood: [indicative], Number: [plural], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	
ἔδρασάν	δράζω	{Aspect: [perfective], Mood: [indicative], Number: [plural], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	
ἁψάμενος	ἅπτω	{Aspect: [perfective], Case: [nominative], Gender: [masculine], Number: [singular], Tense: [past], VerbForm: [participle], Voice: [middle]}	to fasten, bind fast; set on fire; mid. touch
Πρωτεσιλάου	Πρωτεσίλαος	{Case: [genitive], Gender: [masculine], Number: [singular]}	Protesilaus, first-of-the-people
ἐπιβαίνειν	ἐπιβαίνω	{Tense: [present], VerbForm: [infinitive], Voice: [active]}	to go upon
ἐπειράσατο,	ἐπερίσταμαι	{Aspect: [perfective], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [middle]}	
ἀντέστησαν.	ἀνθίστημι	{Aspect: [perfective], Mood: [indicative], Number: [plural], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	to set against
Νυκτὸς	Νύκ	{Case: [genitive], Gender: [feminine], Number: [singular]}	
δ	δ	{Case: [genitive], Gender: [feminine], Number: [singular]}	
ἐπιγενομένης,	ἐπιγίγνομαι	{Aspect: [perfective], Case: [genitive], Gender: [feminine], Number: [singular], Tense: [past], VerbForm: [participle], Voice: [middle]}	to be born after, come into being after
ἰσόρροπος	ἰσόρροπος	{Case: [nominative], Gender: [masculine], Number: [singular]}	equally balanced, in equipoise
ἦν,	ἦν,	{}	
Τρῶες	Τρα	{Case: [nominative], Gender: [masculine], Number: [plural]}	
ἀνεχώρησαν.	ἀναχωρέω	{Aspect: [perfective], Mood: [indicative], Number: [plural], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	to go back
2.5.0	2.5.0	{Case: [genitive], Gender: [masculine], Number: [singular]}	
Alcestis	Alcestis	{Case: [genitive], Degree: [positive], Gender: [masculine], Number: [singular]}	
2.5.1	2.5.1	{Case: [genitive], Gender: [masculine], Number: [singular]}	
Ἄδμητος	Ἄδμης	{Case: [nominative], Gender: [masculine], Number: [singular]}	
Φεραίων.	Φεραῖων	{Case: [genitive], Degree: [positive], Gender: [masculine], Number: [plural]}	
Ὠφελήσας	Ὠφελέω	{Aspect: [perfective], Case: [nominative], Gender: [masculine], Number: [singular], Tense: [past], VerbForm: [participle], Voice: [active]}	
ἀπ	ἀπ	{}	
ἀντέτυχε	ἀντιτυγχάνω	{Aspect: [perfective], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	to meet with in return
ἀπαλλαγὴν	ἀπαλλαγή	{Case: [accusative], Gender: [feminine], Number: [singular]}	deliverance, release, relief from
ἐξευρεῖν	ἐξευρίσκω	{Aspect: [perfective], Tense: [past], VerbForm: [infinitive], Voice: [active]}	to find out, discover
ὑπερθανεῖν·	ὑπερθάνομαι	{Aspect: [perfective], Tense: [past], VerbForm: [infinitive], Voice: [active]}	
Ἄλκηστις	Ἄλκηστις	{Case: [nominative], Gender: [feminine], Number: [singular]}	Alcestis
2.5.2	2.5.2	{Case: [genitive], Gender: [masculine], Number: [singular]}	
Ἀφικόμενος	Ἀφικόμαιος	{Case: [nominative], Gender: [masculine], Number: [singular]}	
ἐκεῖσε	ἐκεῖσε	{}	thither, to that place
Ἡρακλῆς	Ἡρακλῆς	{Case: [genitive], Gender: [feminine], Number: [singular]}	Heracles
ἐπέτυχε	ἐπιτυγχάνω	{Aspect: [perfective], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	to hit the mark
Ἀδμήτῳ	Ἄδμητος	{Case: [dative], Gender: [masculine], Number: [singular]}	Admetus
δεινὰ	δεῖνα	{Case: [accusative], Degree: [positive], Gender: [neuter], Number: [plural]}	such an one, a certain one
2.5.3	2.5.3	{Case: [genitive], Gender: [masculine], Number: [singular]}	
Καταβὰς	καταβαίνω	{Aspect: [perfective], Case: [nominative], Gender: [masculine], Number: [singular], Tense: [past], VerbForm: [participle], Voice: [active]}	to step down, go
Θάνατον	Θάνατος	{Case: [accusative], Gender: [masculine], Number: [singular]}	
ἁμιλλησάμενος	ἁμιλλέω	{Aspect: [perfective], Case: [nominative], Gender: [masculine], Number: [singular], Tense: [past], VerbForm: [participle], Voice: [middle]}	
ἀνάγει	ἄνωγα	{Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	to command, order
γῆν.	γῆνος	{Case: [accusative], Gender: [feminine], Number: [singular]}	
ἐκφαῖνει	ἐκφαίνω	{Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	to shew forth, bring to light, disclose, reveal, make manifest
ἐστίν,	τίστημι	{Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	
ἀμφικεκαλυμμένην	ἀμφικελύπτω	{Aspect: [perfective], Case: [accusative], Gender: [feminine], Number: [singular], Tense: [past], VerbForm: [participle], Voice: [passive]}	
θεραπεύειν	θεραπεύω	{Tense: [present], VerbForm: [infinitive], Voice: [active]}	to be an attendant, do service
μτινα	μτινα	{}	
αἱχμαλώτιδα.	αἱχμαλώτης	{Case: [accusative], Degree: [positive], Gender: [feminine], Number: [plural]}	
ἀναπείθεται·	ἀναπείθω	{Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [middle]}	to bring over, convince
προελθοῦσα	προέρχομαι	{Aspect: [perfective], Case: [nominative], Gender: [feminine], Number: [singular], Tense: [past], VerbForm: [participle], Voice: [active]}	to go forward, go on, advance
2.6.0	2.6.0	{Case: [genitive], Gender: [masculine], Number: [singular]}	
The	The	{Case: [accusative], Gender: [feminine], Number: [singular]}	
Olympic	Olympic	{Case: [genitive], Gender: [feminine], Number: [singular]}	
Games	Games	{Case: [genitive], Degree: [positive], Gender: [masculine], Number: [singular]}	
2.6.1	2.6.1	{Case: [genitive], Gender: [masculine], Number: [singular]}	
Ἤλιδί	Ἤλις	{Case: [dative], Gender: [feminine], Number: [singular]}	
Ὀλυμπία,	Ὀλυμπία	{Case: [nominative], Gender: [feminine], Number: [singular]}	Olympia
πέμπτου	πέμπτος	{Case: [genitive], Gender: [neuter], Number: [singular]}	the fifth, oneself with four others
ἐγίγνοντο.	ἐγιγίγνομαι	{Aspect: [imperfective], Mood: [indicative], Number: [plural], Person: [third], Tense: [past], VerbForm: [finite], Voice: [middle]}	
ἁμίλλῃ	ἅμιλλα	{Case: [dative], Gender: [feminine], Number: [singular]}	a contest for superiority, a conflict
δρόμου	δρόμος	{Case: [genitive], Gender: [masculine], Number: [singular]}	a course, running, race
Ἴδης	Ἴδη	{Case: [genitive], Gender: [feminine], Number: [singular]}	Ida
Κρητικῆς	Κρητικός	{Case: [genitive], Degree: [positive], Gender: [feminine], Number: [singular]}	of Crete, Cretan
κλάδῳ	κλάδος	{Case: [dative], Gender: [masculine], Number: [singular]}	a young slip
κοτίνου	κότινος	{Case: [genitive], Degree: [positive], Gender: [masculine], Number: [singular]}	the wild olive-tree
στεφανώσειν·	στεφανόω	{Tense: [future], VerbForm: [infinitive], Voice: [active]}	to wreathe, to crown
ἆθλον	ἄθλος	{Case: [accusative], Gender: [neuter], Number: [singular]}	
ἀγῶσιν,	ἄγωσις	{Case: [dative], Gender: [masculine], Number: [plural]}	
στέφανος	στέφανος	{Case: [nominative], Gender: [masculine], Number: [singular]}	wreath, crown
κοτίνου.	κοτίνω	{Mood: [imperative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [middle]}	
Ὑπερβορέων	Ὑπερβορεύς	{Case: [genitive], Gender: [masculine], Number: [plural]}	
